day,mo,yr,time,time2,bison_1_tempC,bison_2_tempC,bison_3_tempC,cattle_1_tempC,cattle_2_tempC,cattle_3_tempC,ungrazed_1_tempC,ungrazed_2_tempC,ungrazed_3_tempC,trtpd_1_tempC,trtpd_2_tempC,trtpd_3_tempC,untrtpd_1_tempC,untrtpd_2_tempC,untrtpd_3_tempC
22,7,2022,23,11pm,12.374,10.186,10.186,13.232,11.816,14.691,11.087,12.932,9.843,13.489,12.074,13.146,10.186,14.347,14.004
23,7,2022,5,5am,32.451,35.926,38.715,34.811,27.518,33.052,31.293,38.886,30.135,32.323,36.227,32.494,36.527,42.276,40.345
23,7,2022,11,11am,34.382,30.993,31.422,36.57,38.586,33.738,31.851,37.557,30.006,33.009,40.56,31.422,35.669,37.428,36.484
23,7,2022,17,5pm,16.407,12.159,15.549,17.651,15.248,19.41,18.809,15.248,13.961,16.836,19.581,18.509,14.047,17.694,16.793
23,7,2022,23,11pm,10.744,6.797,8.298,13.189,6.883,12.674,9.457,11.259,7.784,12.46,10.658,9.714,8.556,12.76,10.572
24,7,2022,5,5am,38.715,38.071,39.744,31.808,36.098,33.481,32.752,37.342,34.339,33.61,39.616,34.897,38.157,42.962,41.289
24,7,2022,11,11am,35.111,36.441,34.082,36.699,44.077,34.854,33.138,36.355,37.771,34.811,39.144,33.567,37.943,36.355,37.17
24,7,2022,17,5pm,20.311,19.667,18.294,22.112,19.538,21.04,21.34,22.284,20.182,22.498,19.367,21.812,19.624,19.839,20.225
24,7,2022,23,11pm,15.377,10.272,14.519,12.717,14.133,16.578,13.446,13.146,11.816,12.975,13.661,10.572,11.216,15.677,17.994
25,7,2022,5,5am,40.345,36.613,36.398,34.253,37.771,35.154,35.969,39.358,29.105,38.157,43.648,34.296,35.197,36.956,32.752
25,7,2022,11,11am,28.247,31.079,29.877,27.689,29.877,31.293,29.706,32.108,28.976,30.521,29.834,29.663,31.937,33.867,29.234
25,7,2022,17,5pm,11.516,10.057,11.559,14.691,14.133,15.978,13.876,14.948,12.889,16.149,13.103,14.562,10.486,16.278,14.133
25,7,2022,23,11pm,11.859,10.529,11.43,12.245,13.833,14.176,10.958,12.374,11.43,15.248,12.159,11.001,11.13,14.047,13.876
26,7,2022,5,5am,28.934,34.94,35.841,30.006,28.762,31.465,31.293,36.441,28.676,31.465,35.798,28.805,30.392,39.273,37.685
26,7,2022,11,11am,29.963,30.65,29.277,27.99,30.607,30.435,34.124,38.929,30.564,30.521,33.567,30.65,31.636,30.821,31.079
26,7,2022,17,5pm,15.806,11.902,16.235,18.895,19.152,21.169,17.737,19.195,13.017,18.68,17.479,17.951,13.704,18.981,18.766
26,7,2022,23,11pm,11.43,8.298,9.285,13.918,12.503,16.964,14.691,14.305,8.556,11.988,12.546,13.618,7.998,13.618,14.347
27,7,2022,5,5am,30.478,33.653,34.21,31.679,27.346,31.593,29.963,39.702,29.963,32.58,34.639,29.834,32.28,40.302,35.411
27,7,2022,11,11am,31.036,34.682,32.237,33.438,32.795,33.567,31.079,38.629,33.352,31.55,34.768,30.993,38.672,34.897,36.398
27,7,2022,17,5pm,12.331,7.784,10.143,17.265,10.872,18.509,12.76,16.106,9.071,14.905,14.819,13.404,8.513,15.463,14.519
27,7,2022,23,11pm,6.497,6.711,7.569,13.747,13.232,12.674,5.982,14.347,7.14,8.427,9.886,6.196,8.298,10.915,8.727
28,7,2022,5,5am,38.286,39.315,40.517,38.286,35.969,33.224,35.111,40.56,35.583,38.071,40.517,36.527,38.028,42.49,39.058
28,7,2022,11,11am,36.184,35.54,36.227,38.157,40.216,37.085,35.025,37.428,36.699,35.883,38.715,32.837,41.031,39.358,39.23
28,7,2022,17,5pm,13.79,11.816,15.205,20.654,18.251,19.495,22.885,20.954,14.734,18.38,16.192,20.139,11.988,17.222,16.921
28,7,2022,23,11pm,8.427,5.51,8.256,17.179,14.047,13.833,8.899,16.964,5.853,10.229,10.872,8.17,7.655,12.674,10.787
29,7,2022,5,5am,41.418,42.361,42.447,39.787,39.058,35.54,39.83,44.678,39.659,43.262,42.576,39.616,41.847,43.82,44.378
29,7,2022,11,11am,41.418,41.889,39.916,43.048,47.724,42.876,39.873,42.49,43.648,39.273,44.721,39.101,43.648,43.52,46.137
29,7,2022,17,5pm,22.97,14.176,19.538,24.987,23.271,24.772,26.402,23.185,24.3,27.089,23.271,25.973,17.222,22.584,20.268
29,7,2022,23,11pm,14.519,18.166,18.981,19.495,20.353,21.469,18.38,18.552,18.037,17.994,16.235,18.466,19.024,19.967,20.654
30,7,2022,5,5am,37.17,39.573,41.675,35.626,33.138,39.616,35.798,43.863,39.702,36.656,42.318,37.728,38.457,42.833,41.761
30,7,2022,11,11am,35.111,35.626,34.682,36.055,36.398,35.54,36.656,39.444,36.956,36.956,37.9,36.484,37.557,37.428,38.028
30,7,2022,17,5pm,16.063,14.991,15.291,20.182,17.951,20.096,17.822,19.495,17.179,20.825,17.05,17.436,14.39,18.895,17.179
30,7,2022,23,11pm,13.361,12.975,15.077,14.004,14.819,16.278,13.361,15.72,13.275,14.176,14.305,13.189,12.975,16.578,16.664
31,7,2022,5,5am,38.5,42.19,40.731,36.312,37.342,33.953,38.2,40.302,37.256,38.844,40.173,36.012,41.246,42.79,42.79
31,7,2022,11,11am,39.23,40.173,37.385,39.916,45.45,38.114,38.286,41.847,41.675,38.157,43.648,36.527,41.289,39.23,41.546
31,7,2022,17,5pm,24.343,23.271,23.314,25.845,22.885,26.231,27.303,26.445,24.472,25.502,22.885,27.346,21.555,23.871,22.584
31,7,2022,23,11pm,12.889,7.955,14.948,18.766,18.766,21.211,13.876,20.439,13.103,13.747,14.476,12.159,10.358,16.45,15.463
1,8,2022,5,5am,43.348,39.401,44.935,35.24,36.227,38.929,39.959,46.437,39.015,38.286,44.506,36.613,39.358,45.579,46.694
1,8,2022,11,11am,39.273,40.602,40.045,41.246,41.16,41.847,40.302,44.12,41.675,40.731,42.276,40.216,41.632,47.724,44.163
1,8,2022,17,5pm,23.013,23.314,24.172,24.858,23.013,26.016,17.737,24.472,25.759,21.083,24.257,17.994,22.584,25.03,26.703
1,8,2022,23,11pm,22.97,21.083,26.531,22.37,25.33,24.343,23.271,23.356,22.97,22.67,23.013,22.713,19.667,26.145,26.445
2,8,2022,5,5am,36.527,36.184,37.599,37.943,35.583,38.071,39.873,44.592,35.755,39.83,42.276,39.487,36.913,35.283,36.999
2,8,2022,11,11am,32.752,33.138,32.108,34.468,34.339,32.752,34.854,36.999,34.382,34.253,35.111,35.068,32.837,39.23,34.982
2,8,2022,17,5pm,15.291,7.827,10.872,19.839,11.559,19.839,19.796,18.552,15.12,17.565,17.651,17.565,9.886,17.179,16.492
2,8,2022,23,11pm,10.358,5.982,8.17,17.007,7.655,14.133,10.486,13.446,10.229,11.087,11.773,11.688,7.398,12.417,10.272
3,8,2022,5,5am,39.444,40.173,41.46,33.095,34.725,34.596,37.17,39.015,35.411,37.642,38.586,34.468,42.662,35.068,39.23
3,8,2022,11,11am,38.886,38.886,37.299,38.586,39.873,37.857,39.358,40.989,39.315,38.243,39.702,35.755,38.972,42.233,40.173
3,8,2022,17,5pm,13.232,14.433,17.565,18.981,16.621,23.528,14.476,16.75,17.779,17.136,16.707,14.219,11.43,17.222,17.007
3,8,2022,23,11pm,11.902,12.503,16.45,17.093,17.994,21.683,11.773,18.166,9.028,11.001,12.417,10.1,16.192,15.077,21.04
4,8,2022,5,5am,43.005,44.892,45.364,38.972,38.886,39.53,40.602,42.662,41.847,41.332,43.52,38.2,46.995,39.787,45.236
4,8,2022,11,11am,32.752,24.129,27.518,21.812,20.225,28.805,22.97,24.3,36.956,33.695,31.979,32.28,28.505,25.845,27.432
4,8,2022,17,5pm,20.954,16.321,19.195,24.343,22.155,24.987,18.895,22.67,23.485,25.502,17.222,19.753,16.964,19.924,19.71
4,8,2022,23,11pm,15.291,12.889,13.833,16.45,12.975,18.294,16.75,16.278,11.044,17.522,14.262,16.192,13.017,15.935,15.291
5,8,2022,5,5am,31.293,33.224,36.613,29.191,26.445,31.336,30.306,36.913,30.349,32.28,34.854,30.049,39.444,32.28,34.253
5,8,2022,11,11am,27.518,30.735,29.877,28.59,28.505,28.204,29.834,30.907,30.607,29.62,28.976,29.792,31.25,37.986,31.379
5,8,2022,17,5pm,15.806,13.876,13.532,16.149,12.803,16.235,17.651,16.578,14.433,17.694,16.021,17.779,13.06,15.72,14.605
5,8,2022,23,11pm,11.688,8.513,9.242,11.43,9.671,11.516,10.787,10.915,8.427,12.331,11.902,10.83,9.371,12.846,11.473
6,8,2022,5,5am,24.901,24.601,18.552,18.037,23.013,17.136,20.053,18.208,22.541,19.796,24.086,17.651,22.97,20.568,19.753
6,8,2022,11,11am,19.538,17.179,15.334,19.882,15.334,14.262,19.495,18.852,22.756,17.865,19.453,17.651,16.407,16.707,16.793
6,8,2022,17,5pm,15.763,13.79,13.318,15.291,14.047,13.318,16.321,15.205,15.978,16.492,15.334,16.106,13.747,14.004,13.318
6,8,2022,23,11pm,11.73,9.028,13.06,13.961,12.76,13.232,14.09,13.79,14.991,14.09,11.602,13.961,9.5,14.004,12.889
7,8,2022,5,5am,34.21,35.369,38.5,29.62,31.079,31.036,33.352,36.741,31.508,32.709,34.468,29.834,38.2,30.821,36.527
7,8,2022,11,11am,35.454,38.801,36.956,37.557,37.986,37.256,35.883,40.56,37.213,36.656,37.986,35.755,37.042,41.246,38.586
7,8,2022,17,5pm,14.133,13.189,14.476,19.796,17.479,20.954,12.76,20.611,16.063,15.205,14.047,12.889,13.232,15.634,13.918
7,8,2022,23,11pm,12.975,15.849,17.608,15.377,14.905,17.779,10.615,18.723,11.387,9.757,13.103,8.084,15.463,14.948,15.506
8,8,2022,5,5am,41.589,43.305,44.292,35.926,35.54,36.999,39.058,41.46,38.243,38.844,42.962,35.54,45.965,39.23,42.104
8,8,2022,11,11am,39.015,41.203,40.173,40.86,42.619,39.787,40.131,44.592,40.774,39.916,41.675,39.916,41.074,47.209,44.378
8,8,2022,17,5pm,13.876,11.13,16.964,20.654,16.921,20.997,14.39,17.436,17.179,17.265,17.136,13.876,14.347,17.608,16.45
8,8,2022,23,11pm,15.935,16.407,13.961,17.479,13.661,17.05,15.806,13.404,16.235,18.294,15.463,14.347,16.063,16.578,16.364
9,8,2022,5,5am,33.781,35.841,38.329,34.253,30.864,30.478,32.408,41.418,34.296,32.837,41.074,31.121,39.015,33.224,39.144
9,8,2022,11,11am,35.712,36.355,35.369,38.2,42.018,35.197,35.626,38.457,39.315,35.24,39.101,33.781,35.369,42.19,38.543
9,8,2022,17,5pm,23.013,16.192,20.868,23.228,18.423,22.541,24.386,22.885,12.975,22.069,22.541,19.195,19.624,21.426,16.106
9,8,2022,23,11pm,15.72,7.44,10.272,19.238,12.975,15.334,19.967,19.453,17.093,17.265,16.106,14.519,9.929,13.747,14.776
10,8,2022,5,5am,37.213,35.369,38.415,34.082,32.88,32.623,34.382,38.5,34.21,32.795,39.573,33.224,36.741,34.253,39.101
10,8,2022,11,11am,34.21,35.411,34.768,37.857,41.031,37.042,38.071,40.131,37.17,37.213,35.326,39.015,34.553,36.27,35.497
10,8,2022,17,5pm,26.231,25.759,25.287,25.931,25.502,26.145,27.26,25.931,25.158,27.561,26.145,27.303,25.802,25.845,25.373
10,8,2022,23,11pm,20.268,12.76,14.047,21.426,14.262,18.809,19.41,20.611,19.753,21.383,20.053,21.211,14.047,18.08,17.393
11,8,2022,5,5am,38.543,39.401,37.299,39.787,33.953,35.583,35.626,45.965,32.666,35.755,42.662,35.712,45.15,36.784,40.56
11,8,2022,11,11am,39.315,40.903,38.886,36.312,42.061,42.79,35.712,46.866,41.718,37.213,39.187,35.24,45.493,46.651,46.437
11,8,2022,17,5pm,20.353,18.766,16.964,23.828,20.611,24.129,26.016,23.7,22.498,23.228,20.911,22.927,19.624,21.769,20.525
11,8,2022,23,11pm,14.219,11.516,15.42,19.495,19.796,20.697,13.489,20.182,11.773,15.034,14.605,13.017,12.288,17.565,15.935
12,8,2022,5,5am,39.744,44.249,44.463,39.487,36.055,40.345,38.972,47.853,38.972,39.787,46.222,42.876,43.434,40.602,45.279
12,8,2022,11,11am,42.662,42.576,34.854,44.077,50.47,37.342,42.447,44.421,44.592,44.163,46.437,40.731,39.101,37.256,38.2
12,8,2022,17,5pm,22.155,18.337,17.994,24.686,17.565,19.066,26.231,25.073,18.466,26.274,21.64,25.973,18.294,19.024,17.608
12,8,2022,23,11pm,13.661,14.219,14.519,19.667,15.42,15.763,15.205,18.637,15.42,16.664,14.004,16.063,14.905,15.892,14.776
13,8,2022,5,5am,40.817,37.986,43.863,39.273,34.21,37.085,40.903,43.605,33.395,43.219,44.549,40.216,38.071,32.366,43.005
13,8,2022,11,11am,39.702,39.23,38.844,39.273,40.774,39.273,40.602,42.061,39.144,39.144,40.345,36.055,43.563,41.46,41.289
13,8,2022,17,5pm,21.64,23.013,23.528,24.043,20.954,23.7,22.756,24.601,18.123,23.485,21.598,21.04,23.228,23.614,23.828
13,8,2022,23,11pm,16.921,12.159,15.334,18.809,14.39,19.281,18.552,20.525,17.05,17.479,16.964,15.42,12.975,16.492,16.793
14,8,2022,5,5am,36.098,38.629,40.131,35.154,31.379,37.385,37.128,42.061,35.626,35.454,39.015,40.774,38.801,37.428,33.567
14,8,2022,11,11am,35.926,36.527,34.296,41.975,38.286,39.401,39.744,43.863,37.814,39.487,37.385,36.355,38.929,39.058,40.817
14,8,2022,17,5pm,17.865,12.159,16.921,22.713,19.882,24.858,15.978,20.697,16.836,20.096,20.182,16.879,14.605,20.525,19.624
14,8,2022,23,11pm,14.691,10.787,9.757,14.39,13.017,18.466,12.288,15.763,11.301,11.988,15.42,10.486,10.658,14.047,15.72
15,8,2022,5,5am,38.715,37.342,41.031,37.514,34.425,35.283,37.685,46.179,35.841,36.484,46.952,39.358,39.916,36.227,41.074
15,8,2022,11,11am,36.741,37.986,36.613,39.487,40.731,37.256,37.385,41.589,39.444,37.128,35.24,37.599,42.876,39.873,39.23
15,8,2022,17,5pm,16.063,10.658,15.849,20.568,18.723,22.413,16.45,22.069,14.905,18.466,16.621,16.921,13.232,18.723,19.624
15,8,2022,23,11pm,9.972,8.813,12.932,16.45,10.872,16.364,10.915,19.109,10.83,12.889,10.315,11.13,9.5,14.176,13.961
16,8,2022,5,5am,40.431,41.503,41.289,38.114,38.5,34.811,41.16,43.605,39.101,40.173,45.708,37.042,41.46,37.128,43.391
16,8,2022,11,11am,40.345,40.517,40.131,41.289,46.437,39.444,41.031,43.176,42.104,40.774,44.421,37.299,43.648,42.876,40.903
16,8,2022,17,5pm,23.399,16.578,19.624,26.231,20.868,24.386,16.621,23.743,18.123,21.984,21.512,16.578,16.106,20.568,21.126
16,8,2022,23,11pm,11.645,11.602,11.816,19.066,17.393,19.924,14.519,19.024,14.562,14.691,13.103,12.331,10.658,15.334,14.734
17,8,2022,5,5am,34.253,37.642,38.715,33.266,31.207,32.366,34.296,39.916,33.352,34.082,41.246,36.741,37.213,36.656,39.23
17,8,2022,11,11am,35.197,35.883,35.068,38.028,37.857,37.857,36.355,40.173,32.795,36.441,35.326,37.814,38.028,42.318,37.085
17,8,2022,17,5pm,15.892,15.034,17.222,23.442,19.581,22.413,16.578,22.069,19.839,18.037,16.578,17.565,14.991,20.182,18.466
17,8,2022,23,11pm,10.83,9.671,11.087,14.562,13.017,18.294,14.004,14.219,11.473,16.149,11.216,13.404,10.658,14.862,15.978
18,8,2022,5,5am,32.923,35.497,40.045,35.454,30.349,33.738,32.28,41.332,33.224,34.296,41.375,40.002,35.841,36.312,40.131
18,8,2022,11,11am,33.266,34.982,32.408,36.956,37.299,37.256,33.567,42.061,35.798,34.253,38.972,37.685,38.114,38.243,34.854
18,8,2022,17,5pm,15.42,8.513,13.661,20.353,16.921,19.924,20.997,16.535,13.618,19.538,16.578,19.538,11.216,16.921,14.905
18,8,2022,23,11pm,7.827,6.668,9.242,13.833,8.384,13.318,9.414,14.347,7.912,11.43,8.813,9.371,7.14,12.374,9.285
19,8,2022,5,5am,36.398,39.401,42.79,35.326,36.784,35.025,35.883,41.975,37.557,35.154,43.477,35.841,39.058,36.741,44.292
19,8,2022,11,11am,33.61,38.157,33.867,35.24,41.889,36.484,34.296,38.157,36.527,34.468,36.527,36.57,37.385,38.801,35.326
19,8,2022,17,5pm,21.211,17.093,16.235,20.868,17.35,20.053,23.142,22.327,17.007,22.541,20.311,21.683,17.522,19.281,19.238
19,8,2022,23,11pm,12.503,5.81,13.017,17.522,13.189,16.75,12.846,18.68,12.631,15.163,10.787,13.361,8.17,13.618,11.602
20,8,2022,5,5am,36.999,41.031,39.187,33.824,36.441,32.194,34.553,41.203,35.54,34.768,43.734,35.283,37.042,35.841,40.002
20,8,2022,11,11am,36.87,39.616,36.055,37.128,45.364,37.428,37.213,39.873,37.685,37.128,41.761,39.015,41.203,39.873,38.157
20,8,2022,17,5pm,18.938,12.546,13.318,24.729,18.208,20.053,25.63,24.214,13.575,20.611,20.225,17.222,14.433,17.822,17.265
20,8,2022,23,11pm,10.529,8.556,13.489,18.423,12.46,17.565,11.173,14.605,8.427,11.559,10.358,10.014,8.685,14.305,12.546
21,8,2022,5,5am,36.913,37.514,36.012,35.497,34.982,33.781,35.111,42.276,39.616,36.57,44.85,37.9,40.045,35.24,37.256
21,8,2022,11,11am,33.91,34.596,32.923,39.23,34.596,37.128,37.814,43.477,39.959,37.943,34.639,41.847,34.94,34.296,33.352
21,8,2022,17,5pm,19.624,15.634,18.08,23.614,19.453,23.314,21.683,23.399,17.651,20.525,20.096,19.667,16.707,21.469,21.984
21,8,2022,23,11pm,11.344,9.156,14.948,17.694,15.377,19.324,12.159,17.05,11.259,14.347,12.588,11.73,10.701,16.621,15.72
22,8,2022,5,5am,35.798,44.421,41.503,37.642,33.567,35.755,34.468,43.348,39.358,36.87,44.034,37.557,38.629,40.131,43.82
22,8,2022,11,11am,33.224,37.256,35.798,37.342,33.009,32.151,36.699,37.9,39.015,35.969,33.867,36.312,37.728,39.273,37.385
22,8,2022,17,5pm,18.981,15.163,17.093,22.498,20.74,23.828,20.954,21.211,19.109,21.383,21.34,20.353,18.251,22.327,21.984
22,8,2022,23,11pm,17.608,16.707,15.034,18.123,17.651,19.924,17.265,18.552,18.166,19.41,17.994,17.179,17.608,18.037,17.994
23,8,2022,5,5am,18.294,18.166,17.737,21.984,18.337,17.737,22.885,17.694,22.713,22.97,18.509,22.713,18.166,18.637,17.951
23,8,2022,11,11am,27.689,30.692,27.732,32.408,29.877,29.448,28.462,32.709,29.191,26.703,28.59,30.435,32.237,29.749,28.462
23,8,2022,17,5pm,14.648,11.645,13.017,17.35,15.377,18.123,14.176,17.565,13.06,15.634,16.106,14.691,13.146,16.75,15.763
23,8,2022,23,11pm,13.661,12.074,13.618,16.106,12.889,15.163,14.133,12.417,13.146,13.704,14.219,12.417,10.83,15.12,15.163
24,8,2022,5,5am,29.749,27.561,28.419,24,26.274,24.472,26.917,26.016,31.508,23.185,28.161,27.26,26.574,24.515,20.568
24,8,2022,11,11am,27.775,29.963,28.076,24.901,34.339,27.475,31.293,29.749,27.689,28.29,30.864,31.894,30.521,26.703,27.175
24,8,2022,17,5pm,16.879,13.361,16.879,17.951,15.806,16.793,16.793,17.779,15.935,17.737,17.222,14.734,14.176,16.407,14.562
24,8,2022,23,11pm,15.291,13.532,14.39,15.248,13.275,14.691,15.42,15.248,10.057,15.077,15.42,15.42,13.532,15.42,14.691
25,8,2022,5,5am,26.231,23.013,23.442,20.997,19.538,18.38,19.967,22.198,25.759,20.654,27.518,20.568,21.812,21.64,24.644
25,8,2022,11,11am,27.647,29.834,25.416,26.703,36.441,28.376,26.789,28.247,32.151,26.874,27.175,26.703,32.837,26.531,25.459
25,8,2022,17,5pm,19.967,14.605,16.836,19.924,16.836,17.136,19.495,19.882,17.522,18.809,18.251,17.222,16.364,17.436,16.75
25,8,2022,23,11pm,15.205,11.259,14.691,17.222,14.862,13.489,13.661,17.951,15.549,15.763,14.305,13.232,13.361,14.047,13.618
26,8,2022,5,5am,36.227,43.648,36.784,33.395,30.306,32.022,35.926,39.873,33.781,38.329,39.187,32.494,36.312,31.636,38.157
26,8,2022,11,11am,33.738,31.164,30.692,30.564,30.65,32.88,32.151,39.83,31.894,33.653,31.422,35.626,32.065,30.993,28.462
26,8,2022,17,5pm,18.895,15.849,19.195,17.608,19.367,18.466,18.423,20.311,16.192,17.865,18.852,15.12,14.519,19.367,20.697
26,8,2022,23,11pm,15.42,14.262,16.321,15.506,16.364,16.793,15.806,17.737,14.262,16.235,15.42,13.876,14.09,15.677,15.72
27,8,2022,5,5am,36.27,42.876,36.913,32.537,31.079,31.937,34.94,40.216,35.883,32.837,39.144,34.982,37.771,33.867,32.666
27,8,2022,11,11am,34.039,31.336,31.722,30.864,34.039,34.553,33.824,32.151,30.735,35.24,34.94,33.524,33.738,33.352,32.58
27,8,2022,17,5pm,19.753,17.522,16.879,19.453,17.865,18.466,20.311,19.324,19.281,20.396,19.495,20.053,17.865,17.822,17.436
27,8,2022,23,11pm,14.562,15.248,15.506,10.529,14.691,12.932,10.958,13.275,14.819,14.605,14.691,12.031,15.334,15.72,15.463
28,8,2022,5,5am,25.158,31.25,28.848,19.324,22.241,24.944,25.33,20.954,20.225,22.069,30.478,24.987,25.115,25.845,28.547
28,8,2022,11,11am,25.759,26.789,23.743,26.531,26.445,26.66,28.118,30.049,24.386,29.663,28.891,32.022,29.577,25.502,24.901
28,8,2022,17,5pm,7.698,11.216,11.087,12.417,13.146,15.849,8.556,11.688,11.044,10.958,8.813,8.47,13.275,13.661,15.634
28,8,2022,23,11pm,6.711,6.025,8.041,9.285,8.427,12.374,8.513,11.087,7.912,6.025,7.226,4.223,5.639,9.414,7.011
29,8,2022,5,5am,33.052,43.82,38.372,29.62,29.405,28.934,33.91,36.956,30.864,30.178,37.557,31.894,33.867,31.465,39.573
29,8,2022,11,11am,29.534,36.613,34.982,33.395,35.583,34.854,33.481,34.768,34.553,37.728,30.006,33.91,37.771,36.87,34.553
29,8,2022,17,5pm,10.915,7.569,11.602,18.723,13.961,16.149,12.588,18.423,10.615,13.618,13.704,11.173,10.315,14.948,12.417
29,8,2022,23,11pm,6.797,5.381,10.315,13.361,14.905,17.093,8.899,17.35,8.341,9.028,10.744,6.711,6.111,12.245,10.615
30,8,2022,5,5am,38.372,46.823,44.678,36.741,32.666,39.916,35.755,49.097,35.626,37.428,45.064,30.993,37.599,38.372,46.866
30,8,2022,11,11am,35.841,39.873,37.642,42.705,40.302,39.23,37.814,44.635,38.543,44.549,41.718,43.434,46.051,38.801,36.741
30,8,2022,17,5pm,14.433,11.43,15.935,23.099,15.634,21.169,15.42,22.927,12.975,18.895,16.149,16.75,13.232,17.908,16.75
30,8,2022,23,11pm,8.513,5.682,11.344,15.72,12.074,17.179,9.543,18.08,10.186,10.915,12.674,8.17,7.655,13.79,11.473
31,8,2022,5,5am,41.332,45.793,43.005,38.629,35.283,35.154,39.83,45.836,40.345,36.913,44.764,33.309,40.002,37.428,43.348
31,8,2022,11,11am,39.444,41.375,39.573,42.104,41.804,40.688,40.56,43.691,40.259,44.678,45.536,43.391,44.378,41.503,40.131
31,8,2022,17,5pm,18.466,15.592,16.106,21.211,20.139,23.099,19.624,20.911,18.037,22.112,18.037,14.519,16.836,18.294,15.248
31,8,2022,23,11pm,10.229,9.156,16.621,17.694,15.677,24.601,13.618,17.222,11.516,11.301,12.803,8.513,9.457,16.106,16.192
1,9,2022,5,5am,36.141,42.147,NA,30.95,31.593,NA,30.521,29.234,34.854,29.706,37.514,28.805,34.811,NA,NA
1,9,2022,11,11am,36.87,37.128,NA,37.17,38.543,NA,40.731,36.827,38.243,45.708,39.015,45.279,39.101,NA,NA
1,9,2022,17,5pm,18.38,10.443,NA,24.644,18.766,NA,17.908,21.984,18.337,21.254,16.707,18.68,13.833,NA,NA
1,9,2022,23,11pm,9.628,3.15,NA,14.39,11.13,NA,12.717,14.39,9.671,10.615,11.902,9.328,5.724,NA,NA
2,9,2022,5,5am,34.596,NA,NA,33.095,NA,NA,33.309,38.157,NA,31.079,39.015,31.164,NA,NA,NA
2,9,2022,11,11am,33.695,NA,NA,35.454,NA,NA,34.468,37.728,NA,37.085,37.256,40.302,NA,NA,NA
2,9,2022,17,5pm,22.027,NA,NA,22.713,NA,NA,24.343,22.584,NA,21.726,20.182,23.013,NA,NA,NA
2,9,2022,23,11pm,7.655,NA,NA,19.624,NA,NA,10.744,20.311,NA,12.245,10.872,11.387,NA,NA,NA
3,9,2022,5,5am,39.916,NA,NA,NA,NA,NA,36.184,NA,NA,NA,NA,34.382,NA,NA,NA
3,9,2022,11,11am,39.315,NA,NA,NA,NA,NA,40.688,NA,NA,NA,NA,42.619,NA,NA,NA
3,9,2022,17,5pm,28.505,NA,NA,NA,NA,NA,29.834,NA,NA,NA,NA,29.148,NA,NA,NA
3,9,2022,23,11pm,16.535,NA,NA,NA,NA,NA,17.308,NA,NA,NA,NA,16.793,NA,NA,NA
