trt,site,yr,month,day,line,ring,count
untrtpd,untrtpd_3,2022,8,5,6,11,2
untrtpd,untrtpd_3,2022,8,5,6,12,0
untrtpd,untrtpd_3,2022,8,5,6,13,1
untrtpd,untrtpd_3,2022,8,5,6,14,0
untrtpd,untrtpd_3,2022,8,5,6,15,0
bison,bison_1,2022,9,4,1,1,0
bison,bison_1,2022,9,4,1,2,0
bison,bison_1,2022,9,4,1,3,1
bison,bison_1,2022,9,4,1,4,0
bison,bison_1,2022,9,4,1,5,0
bison,bison_1,2022,9,4,1,6,0
bison,bison_1,2022,9,4,1,7,2
bison,bison_1,2022,9,4,1,8,0
bison,bison_1,2022,9,4,1,9,0
bison,bison_1,2022,9,4,1,10,1
bison,bison_1,2022,9,4,1,11,0
bison,bison_1,2022,9,4,1,12,0
bison,bison_1,2022,9,4,1,13,0
bison,bison_1,2022,9,4,1,14,1
bison,bison_1,2022,9,4,1,15,0
bison,bison_1,2022,9,4,6,1,na
bison,bison_1,2022,9,4,6,2,1
bison,bison_1,2022,9,4,6,3,1
bison,bison_1,2022,9,4,6,4,0
bison,bison_1,2022,9,4,6,5,1
bison,bison_1,2022,9,4,6,6,0
bison,bison_1,2022,9,4,6,7,1
bison,bison_1,2022,9,4,6,8,3
bison,bison_1,2022,9,4,6,9,0
bison,bison_1,2022,9,4,6,10,1
bison,bison_1,2022,9,4,6,11,2
bison,bison_1,2022,9,4,6,12,0
bison,bison_1,2022,9,4,6,13,1
bison,bison_1,2022,9,4,6,14,1
bison,bison_1,2022,9,4,6,15,0
bison,bison_2,2022,9,2,1,1,1
bison,bison_2,2022,9,2,1,2,2
bison,bison_2,2022,9,2,1,3,0
bison,bison_2,2022,9,2,1,4,0
bison,bison_2,2022,9,2,1,5,0
bison,bison_2,2022,9,2,1,6,0
bison,bison_2,2022,9,2,1,7,1
bison,bison_2,2022,9,2,1,8,0
bison,bison_2,2022,9,2,1,9,0
bison,bison_2,2022,9,2,1,10,0
bison,bison_2,2022,9,2,1,11,0
bison,bison_2,2022,9,2,1,12,1
bison,bison_2,2022,9,2,1,13,1
bison,bison_2,2022,9,2,1,14,0
bison,bison_2,2022,9,2,1,15,1
bison,bison_2,2022,9,2,6,1,0
bison,bison_2,2022,9,2,6,2,0
bison,bison_2,2022,9,2,6,3,1
bison,bison_2,2022,9,2,6,4,0
bison,bison_2,2022,9,2,6,5,1
bison,bison_2,2022,9,2,6,6,2
bison,bison_2,2022,9,2,6,7,1
bison,bison_2,2022,9,2,6,8,0
bison,bison_2,2022,9,2,6,9,1
bison,bison_2,2022,9,2,6,10,0
bison,bison_2,2022,9,2,6,11,0
bison,bison_2,2022,9,2,6,12,1
bison,bison_2,2022,9,2,6,13,0
bison,bison_2,2022,9,2,6,14,0
bison,bison_2,2022,9,2,6,15,0
bison,bison_3,2022,9,1,1,1,2
bison,bison_3,2022,9,1,1,2,0
bison,bison_3,2022,9,1,1,3,2
bison,bison_3,2022,9,1,1,4,1
bison,bison_3,2022,9,1,1,5,2
bison,bison_3,2022,9,1,1,6,0
bison,bison_3,2022,9,1,1,7,1
bison,bison_3,2022,9,1,1,8,1
bison,bison_3,2022,9,1,1,9,0
bison,bison_3,2022,9,1,1,10,2
bison,bison_3,2022,9,1,1,11,2
bison,bison_3,2022,9,1,1,12,1
bison,bison_3,2022,9,1,1,13,0
bison,bison_3,2022,9,1,1,14,1
bison,bison_3,2022,9,1,1,15,1
bison,bison_3,2022,9,1,6,1,0
bison,bison_3,2022,9,1,6,2,1
bison,bison_3,2022,9,1,6,3,1
bison,bison_3,2022,9,1,6,4,1
bison,bison_3,2022,9,1,6,5,1
bison,bison_3,2022,9,1,6,6,2
bison,bison_3,2022,9,1,6,7,0
bison,bison_3,2022,9,1,6,8,0
bison,bison_3,2022,9,1,6,9,1
bison,bison_3,2022,9,1,6,10,1
bison,bison_3,2022,9,1,6,11,0
bison,bison_3,2022,9,1,6,12,0
bison,bison_3,2022,9,1,6,13,2
bison,bison_3,2022,9,1,6,14,2
bison,bison_3,2022,9,1,6,15,2
ungrazed,ungrazed_1,2022,9,4,1,1,2
ungrazed,ungrazed_1,2022,9,4,1,2,0
ungrazed,ungrazed_1,2022,9,4,1,3,0
ungrazed,ungrazed_1,2022,9,4,1,4,0
ungrazed,ungrazed_1,2022,9,4,1,5,0
ungrazed,ungrazed_1,2022,9,4,1,6,1
ungrazed,ungrazed_1,2022,9,4,1,7,0
ungrazed,ungrazed_1,2022,9,4,1,8,0
ungrazed,ungrazed_1,2022,9,4,1,9,0
ungrazed,ungrazed_1,2022,9,4,1,10,0
ungrazed,ungrazed_1,2022,9,4,1,11,0
ungrazed,ungrazed_1,2022,9,4,1,12,0
ungrazed,ungrazed_1,2022,9,4,1,13,0
ungrazed,ungrazed_1,2022,9,4,1,14,0
ungrazed,ungrazed_1,2022,9,4,1,15,1
ungrazed,ungrazed_1,2022,9,4,6,1,1
ungrazed,ungrazed_1,2022,9,4,6,2,0
ungrazed,ungrazed_1,2022,9,4,6,3,3
ungrazed,ungrazed_1,2022,9,4,6,4,0
ungrazed,ungrazed_1,2022,9,4,6,5,3
ungrazed,ungrazed_1,2022,9,4,6,6,1
ungrazed,ungrazed_1,2022,9,4,6,7,0
ungrazed,ungrazed_1,2022,9,4,6,8,1
ungrazed,ungrazed_1,2022,9,4,6,9,0
ungrazed,ungrazed_1,2022,9,4,6,10,1
ungrazed,ungrazed_1,2022,9,4,6,11,1
ungrazed,ungrazed_1,2022,9,4,6,12,2
ungrazed,ungrazed_1,2022,9,4,6,13,0
ungrazed,ungrazed_1,2022,9,4,6,14,0
ungrazed,ungrazed_1,2022,9,4,6,15,0
ungrazed,ungrazed_2,2022,9,3,1,1,1
ungrazed,ungrazed_2,2022,9,3,1,2,0
ungrazed,ungrazed_2,2022,9,3,1,3,0
ungrazed,ungrazed_2,2022,9,3,1,4,0
ungrazed,ungrazed_2,2022,9,3,1,5,1
ungrazed,ungrazed_2,2022,9,3,1,6,0
ungrazed,ungrazed_2,2022,9,3,1,7,0
ungrazed,ungrazed_2,2022,9,3,1,8,1
ungrazed,ungrazed_2,2022,9,3,1,9,1
ungrazed,ungrazed_2,2022,9,3,1,10,0
ungrazed,ungrazed_2,2022,9,3,1,11,1
ungrazed,ungrazed_2,2022,9,3,1,12,0
ungrazed,ungrazed_2,2022,9,3,1,13,0
ungrazed,ungrazed_2,2022,9,3,1,14,0
ungrazed,ungrazed_2,2022,9,3,1,15,1
ungrazed,ungrazed_2,2022,9,3,6,1,0
ungrazed,ungrazed_2,2022,9,3,6,2,1
ungrazed,ungrazed_2,2022,9,3,6,3,0
ungrazed,ungrazed_2,2022,9,3,6,4,0
ungrazed,ungrazed_2,2022,9,3,6,5,0
ungrazed,ungrazed_2,2022,9,3,6,6,0
ungrazed,ungrazed_2,2022,9,3,6,7,1
ungrazed,ungrazed_2,2022,9,3,6,8,0
ungrazed,ungrazed_2,2022,9,3,6,9,0
ungrazed,ungrazed_2,2022,9,3,6,10,0
ungrazed,ungrazed_2,2022,9,3,6,11,2
ungrazed,ungrazed_2,2022,9,3,6,12,2
ungrazed,ungrazed_2,2022,9,3,6,13,0
ungrazed,ungrazed_2,2022,9,3,6,14,1
ungrazed,ungrazed_2,2022,9,3,6,15,1
ungrazed,ungrazed_3,2022,9,2,1,1,0
ungrazed,ungrazed_3,2022,9,2,1,2,0
ungrazed,ungrazed_3,2022,9,2,1,3,0
ungrazed,ungrazed_3,2022,9,2,1,4,0
ungrazed,ungrazed_3,2022,9,2,1,5,0
ungrazed,ungrazed_3,2022,9,2,1,6,0
ungrazed,ungrazed_3,2022,9,2,1,7,0
ungrazed,ungrazed_3,2022,9,2,1,8,1
ungrazed,ungrazed_3,2022,9,2,1,9,0
ungrazed,ungrazed_3,2022,9,2,1,10,0
ungrazed,ungrazed_3,2022,9,2,1,11,0
ungrazed,ungrazed_3,2022,9,2,1,12,0
ungrazed,ungrazed_3,2022,9,2,1,13,0
ungrazed,ungrazed_3,2022,9,2,1,14,0
ungrazed,ungrazed_3,2022,9,2,1,15,0
ungrazed,ungrazed_3,2022,9,2,6,1,0
ungrazed,ungrazed_3,2022,9,2,6,2,0
ungrazed,ungrazed_3,2022,9,2,6,3,0
ungrazed,ungrazed_3,2022,9,2,6,4,0
ungrazed,ungrazed_3,2022,9,2,6,5,0
ungrazed,ungrazed_3,2022,9,2,6,6,1
ungrazed,ungrazed_3,2022,9,2,6,7,0
ungrazed,ungrazed_3,2022,9,2,6,8,0
ungrazed,ungrazed_3,2022,9,2,6,9,1
ungrazed,ungrazed_3,2022,9,2,6,10,0
ungrazed,ungrazed_3,2022,9,2,6,11,2
ungrazed,ungrazed_3,2022,9,2,6,12,0
ungrazed,ungrazed_3,2022,9,2,6,13,1
ungrazed,ungrazed_3,2022,9,2,6,14,1
ungrazed,ungrazed_3,2022,9,2,6,15,1
cattle,cattle_1,2022,9,3,1,1,1
cattle,cattle_1,2022,9,3,1,2,0
cattle,cattle_1,2022,9,3,1,3,0
cattle,cattle_1,2022,9,3,1,4,1
cattle,cattle_1,2022,9,3,1,5,1
cattle,cattle_1,2022,9,3,1,6,0
cattle,cattle_1,2022,9,3,1,7,0
cattle,cattle_1,2022,9,3,1,8,1
cattle,cattle_1,2022,9,3,1,9,1
cattle,cattle_1,2022,9,3,1,10,0
cattle,cattle_1,2022,9,3,1,11,1
cattle,cattle_1,2022,9,3,1,12,0
cattle,cattle_1,2022,9,3,1,13,1
cattle,cattle_1,2022,9,3,1,14,0
cattle,cattle_1,2022,9,3,1,15,0
cattle,cattle_1,2022,9,3,6,1,0
cattle,cattle_1,2022,9,3,6,2,1
cattle,cattle_1,2022,9,3,6,3,0
cattle,cattle_1,2022,9,3,6,4,0
cattle,cattle_1,2022,9,3,6,5,0
cattle,cattle_1,2022,9,3,6,6,1
cattle,cattle_1,2022,9,3,6,7,1
cattle,cattle_1,2022,9,3,6,8,1
cattle,cattle_1,2022,9,3,6,9,0
cattle,cattle_1,2022,9,3,6,10,0
cattle,cattle_1,2022,9,3,6,11,0
cattle,cattle_1,2022,9,3,6,12,0
cattle,cattle_1,2022,9,3,6,13,1
cattle,cattle_1,2022,9,3,6,14,0
cattle,cattle_1,2022,9,3,6,15,1
cattle,cattle_2,2022,9,2,1,1,1
cattle,cattle_2,2022,9,2,1,2,1
cattle,cattle_2,2022,9,2,1,3,1
cattle,cattle_2,2022,9,2,1,4,1
cattle,cattle_2,2022,9,2,1,5,3
cattle,cattle_2,2022,9,2,1,6,1
cattle,cattle_2,2022,9,2,1,7,1
cattle,cattle_2,2022,9,2,1,8,1
cattle,cattle_2,2022,9,2,1,9,3
cattle,cattle_2,2022,9,2,1,10,1
cattle,cattle_2,2022,9,2,1,11,2
cattle,cattle_2,2022,9,2,1,12,1
cattle,cattle_2,2022,9,2,1,13,0
cattle,cattle_2,2022,9,2,1,14,0
cattle,cattle_2,2022,9,2,1,15,1
cattle,cattle_2,2022,9,2,6,1,0
cattle,cattle_2,2022,9,2,6,2,2
cattle,cattle_2,2022,9,2,6,3,1
cattle,cattle_2,2022,9,2,6,4,0
cattle,cattle_2,2022,9,2,6,5,2
cattle,cattle_2,2022,9,2,6,6,1
cattle,cattle_2,2022,9,2,6,7,2
cattle,cattle_2,2022,9,2,6,8,0
cattle,cattle_2,2022,9,2,6,9,0
cattle,cattle_2,2022,9,2,6,10,0
cattle,cattle_2,2022,9,2,6,11,1
cattle,cattle_2,2022,9,2,6,12,0
cattle,cattle_2,2022,9,2,6,13,1
cattle,cattle_2,2022,9,2,6,14,1
cattle,cattle_2,2022,9,2,6,15,0
cattle,cattle_3,2022,9,1,1,1,2
cattle,cattle_3,2022,9,1,1,2,2
cattle,cattle_3,2022,9,1,1,3,0
cattle,cattle_3,2022,9,1,1,4,0
cattle,cattle_3,2022,9,1,1,5,0
cattle,cattle_3,2022,9,1,1,6,1
cattle,cattle_3,2022,9,1,1,7,1
cattle,cattle_3,2022,9,1,1,8,2
cattle,cattle_3,2022,9,1,1,9,1
cattle,cattle_3,2022,9,1,1,10,0
cattle,cattle_3,2022,9,1,1,11,1
cattle,cattle_3,2022,9,1,1,12,1
cattle,cattle_3,2022,9,1,1,13,0
cattle,cattle_3,2022,9,1,1,14,1
cattle,cattle_3,2022,9,1,1,15,2
cattle,cattle_3,2022,9,1,6,1,1
cattle,cattle_3,2022,9,1,6,2,1
cattle,cattle_3,2022,9,1,6,3,0
cattle,cattle_3,2022,9,1,6,4,0
cattle,cattle_3,2022,9,1,6,5,1
cattle,cattle_3,2022,9,1,6,6,2
cattle,cattle_3,2022,9,1,6,7,1
cattle,cattle_3,2022,9,1,6,8,2
cattle,cattle_3,2022,9,1,6,9,1
cattle,cattle_3,2022,9,1,6,10,1
cattle,cattle_3,2022,9,1,6,11,0
cattle,cattle_3,2022,9,1,6,12,1
cattle,cattle_3,2022,9,1,6,13,1
cattle,cattle_3,2022,9,1,6,14,1
cattle,cattle_3,2022,9,1,6,15,0
trtpd,trtpd_1,2022,9,3,1,1,0
trtpd,trtpd_1,2022,9,3,1,2,0
trtpd,trtpd_1,2022,9,3,1,3,0
trtpd,trtpd_1,2022,9,3,1,4,0
trtpd,trtpd_1,2022,9,3,1,5,0
trtpd,trtpd_1,2022,9,3,1,6,0
trtpd,trtpd_1,2022,9,3,1,7,0
trtpd,trtpd_1,2022,9,3,1,8,0
trtpd,trtpd_1,2022,9,3,1,9,0
trtpd,trtpd_1,2022,9,3,1,10,0
trtpd,trtpd_1,2022,9,3,1,11,0
trtpd,trtpd_1,2022,9,3,1,12,0
trtpd,trtpd_1,2022,9,3,1,13,0
trtpd,trtpd_1,2022,9,3,1,14,0
trtpd,trtpd_1,2022,9,3,1,15,0
trtpd,trtpd_1,2022,9,3,6,1,0
trtpd,trtpd_1,2022,9,3,6,2,0
trtpd,trtpd_1,2022,9,3,6,3,0
trtpd,trtpd_1,2022,9,3,6,4,0
trtpd,trtpd_1,2022,9,3,6,5,0
trtpd,trtpd_1,2022,9,3,6,6,0
trtpd,trtpd_1,2022,9,3,6,7,0
trtpd,trtpd_1,2022,9,3,6,8,0
trtpd,trtpd_1,2022,9,3,6,9,1
trtpd,trtpd_1,2022,9,3,6,10,0
trtpd,trtpd_1,2022,9,3,6,11,0
trtpd,trtpd_1,2022,9,3,6,12,0
trtpd,trtpd_1,2022,9,3,6,13,0
trtpd,trtpd_1,2022,9,3,6,14,0
trtpd,trtpd_1,2022,9,3,6,15,0
trtpd,trtpd_2,2022,9,3,1,1,1
trtpd,trtpd_2,2022,9,3,1,2,0
trtpd,trtpd_2,2022,9,3,1,3,0
trtpd,trtpd_2,2022,9,3,1,4,0
trtpd,trtpd_2,2022,9,3,1,5,0
trtpd,trtpd_2,2022,9,3,1,6,0
trtpd,trtpd_2,2022,9,3,1,7,0
trtpd,trtpd_2,2022,9,3,1,8,0
trtpd,trtpd_2,2022,9,3,1,9,0
trtpd,trtpd_2,2022,9,3,1,10,0
trtpd,trtpd_2,2022,9,3,1,11,0
trtpd,trtpd_2,2022,9,3,1,12,0
trtpd,trtpd_2,2022,9,3,1,13,0
trtpd,trtpd_2,2022,9,3,1,14,0
trtpd,trtpd_2,2022,9,3,1,15,1
trtpd,trtpd_2,2022,9,3,6,1,0
trtpd,trtpd_2,2022,9,3,6,2,1
trtpd,trtpd_2,2022,9,3,6,3,0
trtpd,trtpd_2,2022,9,3,6,4,0
trtpd,trtpd_2,2022,9,3,6,5,0
trtpd,trtpd_2,2022,9,3,6,6,0
trtpd,trtpd_2,2022,9,3,6,7,0
trtpd,trtpd_2,2022,9,3,6,8,0
trtpd,trtpd_2,2022,9,3,6,9,0
trtpd,trtpd_2,2022,9,3,6,10,0
trtpd,trtpd_2,2022,9,3,6,11,0
trtpd,trtpd_2,2022,9,3,6,12,0
trtpd,trtpd_2,2022,9,3,6,13,1
trtpd,trtpd_2,2022,9,3,6,14,0
trtpd,trtpd_2,2022,9,3,6,15,0
trtpd,trtpd_3,2022,9,4,1,1,5
trtpd,trtpd_3,2022,9,4,1,2,1
trtpd,trtpd_3,2022,9,4,1,3,0
trtpd,trtpd_3,2022,9,4,1,4,0
trtpd,trtpd_3,2022,9,4,1,5,1
trtpd,trtpd_3,2022,9,4,1,6,1
trtpd,trtpd_3,2022,9,4,1,7,1
trtpd,trtpd_3,2022,9,4,1,8,0
trtpd,trtpd_3,2022,9,4,1,9,0
trtpd,trtpd_3,2022,9,4,1,10,0
trtpd,trtpd_3,2022,9,4,1,11,2
trtpd,trtpd_3,2022,9,4,1,12,0
trtpd,trtpd_3,2022,9,4,1,13,0
trtpd,trtpd_3,2022,9,4,1,14,0
trtpd,trtpd_3,2022,9,4,1,15,0
trtpd,trtpd_3,2022,9,4,6,1,0
trtpd,trtpd_3,2022,9,4,6,2,0
trtpd,trtpd_3,2022,9,4,6,3,0
trtpd,trtpd_3,2022,9,4,6,4,0
trtpd,trtpd_3,2022,9,4,6,5,0
trtpd,trtpd_3,2022,9,4,6,6,0
trtpd,trtpd_3,2022,9,4,6,7,0
trtpd,trtpd_3,2022,9,4,6,8,0
trtpd,trtpd_3,2022,9,4,6,9,0
trtpd,trtpd_3,2022,9,4,6,10,0
trtpd,trtpd_3,2022,9,4,6,11,0
trtpd,trtpd_3,2022,9,4,6,12,0
trtpd,trtpd_3,2022,9,4,6,13,0
trtpd,trtpd_3,2022,9,4,6,14,0
trtpd,trtpd_3,2022,9,4,6,15,0
untrtpd,untrtpd_1,2022,9,2,1,1,0
untrtpd,untrtpd_1,2022,9,2,1,2,0
untrtpd,untrtpd_1,2022,9,2,1,3,0
untrtpd,untrtpd_1,2022,9,2,1,4,0
untrtpd,untrtpd_1,2022,9,2,1,5,0
untrtpd,untrtpd_1,2022,9,2,1,6,0
untrtpd,untrtpd_1,2022,9,2,1,7,0
untrtpd,untrtpd_1,2022,9,2,1,8,0
untrtpd,untrtpd_1,2022,9,2,1,9,0
untrtpd,untrtpd_1,2022,9,2,1,10,1
untrtpd,untrtpd_1,2022,9,2,1,11,0
untrtpd,untrtpd_1,2022,9,2,1,12,0
untrtpd,untrtpd_1,2022,9,2,1,13,0
untrtpd,untrtpd_1,2022,9,2,1,14,1
untrtpd,untrtpd_1,2022,9,2,1,15,0
untrtpd,untrtpd_1,2022,9,2,6,1,1
untrtpd,untrtpd_1,2022,9,2,6,2,1
untrtpd,untrtpd_1,2022,9,2,6,3,0
untrtpd,untrtpd_1,2022,9,2,6,4,0
untrtpd,untrtpd_1,2022,9,2,6,5,0
untrtpd,untrtpd_1,2022,9,2,6,6,0
untrtpd,untrtpd_1,2022,9,2,6,7,0
untrtpd,untrtpd_1,2022,9,2,6,8,1
untrtpd,untrtpd_1,2022,9,2,6,9,0
untrtpd,untrtpd_1,2022,9,2,6,10,0
untrtpd,untrtpd_1,2022,9,2,6,11,0
untrtpd,untrtpd_1,2022,9,2,6,12,0
untrtpd,untrtpd_1,2022,9,2,6,13,0
untrtpd,untrtpd_1,2022,9,2,6,14,0
untrtpd,untrtpd_1,2022,9,2,6,15,0
untrtpd,untrtpd_2,2022,9,1,1,1,1
untrtpd,untrtpd_2,2022,9,1,1,2,1
untrtpd,untrtpd_2,2022,9,1,1,3,4
untrtpd,untrtpd_2,2022,9,1,1,4,2
untrtpd,untrtpd_2,2022,9,1,1,5,0
untrtpd,untrtpd_2,2022,9,1,1,6,3
untrtpd,untrtpd_2,2022,9,1,1,7,1
untrtpd,untrtpd_2,2022,9,1,1,8,1
untrtpd,untrtpd_2,2022,9,1,1,9,6
untrtpd,untrtpd_2,2022,9,1,1,10,6
untrtpd,untrtpd_2,2022,9,1,1,11,1
untrtpd,untrtpd_2,2022,9,1,1,12,2
untrtpd,untrtpd_2,2022,9,1,1,13,2
untrtpd,untrtpd_2,2022,9,1,1,14,4
untrtpd,untrtpd_2,2022,9,1,1,15,3
untrtpd,untrtpd_2,2022,9,1,6,1,0
untrtpd,untrtpd_2,2022,9,1,6,2,0
untrtpd,untrtpd_2,2022,9,1,6,3,0
untrtpd,untrtpd_2,2022,9,1,6,4,2
untrtpd,untrtpd_2,2022,9,1,6,5,3
untrtpd,untrtpd_2,2022,9,1,6,6,2
untrtpd,untrtpd_2,2022,9,1,6,7,2
untrtpd,untrtpd_2,2022,9,1,6,8,1
untrtpd,untrtpd_2,2022,9,1,6,9,1
untrtpd,untrtpd_2,2022,9,1,6,10,1
untrtpd,untrtpd_2,2022,9,1,6,11,0
untrtpd,untrtpd_2,2022,9,1,6,12,1
untrtpd,untrtpd_2,2022,9,1,6,13,0
untrtpd,untrtpd_2,2022,9,1,6,14,0
untrtpd,untrtpd_2,2022,9,1,6,15,0
untrtpd,untrtpd_3,2022,9,1,1,1,0
untrtpd,untrtpd_3,2022,9,1,1,2,0
untrtpd,untrtpd_3,2022,9,1,1,3,0
untrtpd,untrtpd_3,2022,9,1,1,4,1
untrtpd,untrtpd_3,2022,9,1,1,5,0
untrtpd,untrtpd_3,2022,9,1,1,6,1
untrtpd,untrtpd_3,2022,9,1,1,7,1
untrtpd,untrtpd_3,2022,9,1,1,8,2
untrtpd,untrtpd_3,2022,9,1,1,9,0
untrtpd,untrtpd_3,2022,9,1,1,10,0
untrtpd,untrtpd_3,2022,9,1,1,11,0
untrtpd,untrtpd_3,2022,9,1,1,12,0
untrtpd,untrtpd_3,2022,9,1,1,13,0
untrtpd,untrtpd_3,2022,9,1,1,14,1
untrtpd,untrtpd_3,2022,9,1,1,15,0
untrtpd,untrtpd_3,2022,9,1,6,1,0
untrtpd,untrtpd_3,2022,9,1,6,2,0
untrtpd,untrtpd_3,2022,9,1,6,3,0
untrtpd,untrtpd_3,2022,9,1,6,4,0
untrtpd,untrtpd_3,2022,9,1,6,5,1
untrtpd,untrtpd_3,2022,9,1,6,6,0
untrtpd,untrtpd_3,2022,9,1,6,7,0
untrtpd,untrtpd_3,2022,9,1,6,8,1
untrtpd,untrtpd_3,2022,9,1,6,9,0
untrtpd,untrtpd_3,2022,9,1,6,10,0
untrtpd,untrtpd_3,2022,9,1,6,11,0
untrtpd,untrtpd_3,2022,9,1,6,12,1
untrtpd,untrtpd_3,2022,9,1,6,13,1
untrtpd,untrtpd_3,2022,9,1,6,14,0
untrtpd,untrtpd_3,2022,9,1,6,15,0
